Date/Time,Average Real Power (W)
08/02/2023 03:30 AM EDT,0
08/02/2023 03:35 AM EDT,0
08/02/2023 03:40 AM EDT,0
08/02/2023 03:45 AM EDT,0
08/02/2023 03:50 AM EDT,0
08/02/2023 03:55 AM EDT,0
08/02/2023 04:00 AM EDT,0
08/02/2023 04:05 AM EDT,0
08/02/2023 04:10 AM EDT,0
08/02/2023 04:15 AM EDT,0
08/02/2023 04:20 AM EDT,0
08/02/2023 04:25 AM EDT,0
08/02/2023 04:30 AM EDT,0
08/02/2023 04:35 AM EDT,0
08/02/2023 04:40 AM EDT,0
08/02/2023 04:45 AM EDT,0
08/02/2023 04:50 AM EDT,0
08/02/2023 04:55 AM EDT,0
08/02/2023 05:00 AM EDT,0
08/02/2023 05:05 AM EDT,0
08/02/2023 05:10 AM EDT,0
08/02/2023 05:15 AM EDT,0
08/02/2023 05:20 AM EDT,0
08/02/2023 05:25 AM EDT,0
08/02/2023 05:30 AM EDT,0
08/02/2023 05:35 AM EDT,0
08/02/2023 05:40 AM EDT,0
08/02/2023 05:45 AM EDT,0
08/02/2023 05:50 AM EDT,0
08/02/2023 05:55 AM EDT,0
08/02/2023 06:00 AM EDT,0
08/02/2023 06:05 AM EDT,0
08/02/2023 06:10 AM EDT,0
08/02/2023 06:15 AM EDT,0
08/02/2023 06:20 AM EDT,0
08/02/2023 06:25 AM EDT,0
08/02/2023 06:30 AM EDT,0
08/02/2023 06:35 AM EDT,0
08/02/2023 06:40 AM EDT,0
08/02/2023 06:45 AM EDT,13
08/02/2023 06:50 AM EDT,31
08/02/2023 06:55 AM EDT,42
08/02/2023 07:00 AM EDT,65
08/02/2023 07:05 AM EDT,88
08/02/2023 07:10 AM EDT,113
08/02/2023 07:15 AM EDT,135
08/02/2023 07:20 AM EDT,164
08/02/2023 07:25 AM EDT,190
08/02/2023 07:30 AM EDT,217
08/02/2023 07:35 AM EDT,244
08/02/2023 07:40 AM EDT,271
08/02/2023 07:45 AM EDT,298
08/02/2023 07:50 AM EDT,327
08/02/2023 07:55 AM EDT,357
08/02/2023 08:00 AM EDT,392
08/02/2023 08:05 AM EDT,425
08/02/2023 08:10 AM EDT,456
08/02/2023 08:15 AM EDT,490
08/02/2023 08:20 AM EDT,528
08/02/2023 08:25 AM EDT,571
08/02/2023 08:30 AM EDT,616
08/02/2023 08:35 AM EDT,653
08/02/2023 08:40 AM EDT,684
08/02/2023 08:45 AM EDT,718
08/02/2023 08:50 AM EDT,759
08/02/2023 08:55 AM EDT,868
08/02/2023 09:00 AM EDT,973
08/02/2023 09:05 AM EDT,"1,056"
08/02/2023 09:10 AM EDT,"1,039"
08/02/2023 09:15 AM EDT,"1,189"
08/02/2023 09:20 AM EDT,"1,171"
08/02/2023 09:25 AM EDT,"1,230"
08/02/2023 09:30 AM EDT,"1,502"
08/02/2023 09:35 AM EDT,"1,687"
08/02/2023 09:40 AM EDT,"1,560"
08/02/2023 09:45 AM EDT,"1,506"
08/02/2023 09:50 AM EDT,"1,839"
08/02/2023 09:55 AM EDT,"2,175"
08/02/2023 10:00 AM EDT,"2,558"
08/02/2023 10:05 AM EDT,"2,331"
08/02/2023 10:10 AM EDT,"2,249"
08/02/2023 10:15 AM EDT,"2,561"
08/02/2023 10:20 AM EDT,"3,048"
08/02/2023 10:25 AM EDT,"3,297"
08/02/2023 10:30 AM EDT,"3,352"
08/02/2023 10:35 AM EDT,"3,407"
08/02/2023 10:40 AM EDT,"3,428"
